"X","mitoType","freq","placeholder"
1956,"DUMP+",76.271186440678,"X"
1957,"DUMP-",23.728813559322,"X"
1958,"DUMP+",74.2372881355932,"X"
1959,"DUMP-",25.7627118644068,"X"
1960,"DUMP+",70.8474576271186,"X"
1961,"DUMP-",29.1525423728814,"X"
1962,"DUMP+",73.8983050847458,"X"
1963,"DUMP-",26.1016949152542,"X"
1964,"DUMP+",70.8474576271186,"X"
1965,"DUMP-",29.1525423728814,"X"
1966,"DUMP+",73.2203389830509,"X"
1967,"DUMP-",26.7796610169492,"X"
1968,"DUMP+",73.5593220338983,"X"
1969,"DUMP-",26.4406779661017,"X"
1970,"DUMP+",72.8813559322034,"X"
1971,"DUMP-",27.1186440677966,"X"
1972,"DUMP+",78.3050847457627,"X"
1973,"DUMP-",21.6949152542373,"X"
1974,"DUMP+",70.5084745762712,"X"
1975,"DUMP-",29.4915254237288,"X"
1976,"DUMP+",75.593220338983,"X"
1977,"DUMP-",24.406779661017,"X"
1978,"DUMP+",61.3559322033898,"X"
1979,"DUMP-",38.6440677966102,"X"
1980,"DUMP+",73.8983050847458,"X"
1981,"DUMP-",26.1016949152542,"X"
1982,"DUMP+",73.2203389830509,"X"
1983,"DUMP-",26.7796610169492,"X"
1984,"DUMP+",73.5593220338983,"X"
1985,"DUMP-",26.4406779661017,"X"
1986,"DUMP+",68.135593220339,"X"
1987,"DUMP-",31.864406779661,"X"
1988,"DUMP+",72.2033898305085,"X"
1989,"DUMP-",27.7966101694915,"X"
1990,"DUMP+",72.5423728813559,"X"
1991,"DUMP-",27.4576271186441,"X"
1992,"DUMP+",72.5423728813559,"X"
1993,"DUMP-",27.4576271186441,"X"
1994,"DUMP+",69.8305084745763,"X"
1995,"DUMP-",30.1694915254237,"X"
1996,"DUMP+",70.5084745762712,"X"
1997,"DUMP-",29.4915254237288,"X"
1998,"DUMP+",70.5084745762712,"X"
1999,"DUMP-",29.4915254237288,"X"
