"filebasename","normalized_bias","placeholder"
"20220526_y200_d5mi10s_006_D3D_3DALIGN_predictc000_predict.tif",0.988517017789694,"x"
"20220526_y200_d5mi10s_006_D3D_3DALIGN_predictc000_predict.tif",0.532744070486352,"x"
"20220526_y200_d5mi10s_006_D3D_3DALIGN_predictc000_predict.tif",0,"x"
"20220526_y200_d5mi10s_006_D3D_3DALIGN_predictc001_predict.tif",0.226409137254401,"x"
"20220526_y200_d5mi10s_006_D3D_3DALIGN_predictc001_predict.tif",0,"x"
"20220526_y200_d5mi10s_006_D3D_3DALIGN_predictc001_predict.tif",0.626508943950457,"x"
"20220526_y200_d5mi10s_006_D3D_3DALIGN_predictc010_predict.tif",0.939851339668006,"x"
"20220526_y200_d5mi10s_006_D3D_3DALIGN_predictc010_predict.tif",0.368266382875503,"x"
"20220526_y200_d5mi10s_006_D3D_3DALIGN_predictc010_predict.tif",0.201620901270019,"x"
"20220526_y200_d5mi10s_006_D3D_3DALIGN_predictc010_predict.tif",0.672334660880232,"x"
"20220526_y200_d5mi10s_006_D3D_3DALIGN_predictc012_predict.tif",0.592990496994813,"x"
"20220526_y200_d5mi10s_007_D3D_3DALIGN_predictc002_predict.tif",0.616389404037858,"x"
"20220526_y200_d5mi10s_007_D3D_3DALIGN_predictc002_predict.tif",0.772139393215864,"x"
"20220526_y200_d5mi10s_007_D3D_3DALIGN_predictc002_predict.tif",0.489155994734095,"x"
